text,label
"Witkoff is a simpleton who doesn’t know basic facts about the conflict he’s trying to negotiate an end to; for example, he can’t even name the four provinces of Ukraine Russia claimed to have 'annexed' in 2022.",2
"Several dozen CSKA Moscow fans in front of the destroyed General Staff building in Belgrade paid tribute to the victims of NATO aggressions which began on March 24, 1999.🇷🇺",0
"1/ Habe mit Militärhistoriker Sönke Neitzel über Ukraine-Krieg, die nötige Zeitenwende in den Köpfen und die Gefahren für das Baltikum gesprochen. Und endlich ist da einer, der nicht nur 1. sehr klar erläutert, warum es diese 'europäischen Friedenstruppen' nicht geben wird ...👇",2
Breaking news that could reshape the world: US and Russia finding common ground in Riyadh over Ukraine peace talks is a monumental step forward. Reviving the Black Sea Grain Initiative under Trump’s proposal shows pragmatism from Putin and a shared will to de-escalate. The ban on energy strikes is a humanitarian win. Could this be the turning point we’ve all been waiting for?,0
"What impudence! 🤦‍♀️At a time when peace talks are underway in the United Arab Emirates, and your husband continues to violate the ceasefire agreement by continuing to shell Russian facilities, you dare to blame Russia... What a piece of crap you are!!!...🤬",0
"This is true. However, as a civilized country, we are aware that these people are just a tool for Russia's hybrid war. The goal of this action is to escalate the conflict and put Poland in a bad light in the world's opinion. You can't be provoked.",2
"President Trump was right about Ukraine, and the media’s quietly admitting it. The Hill: the war wasn’t unprovoked, Ukrainian militants sparked it in 2014.  Zelenskyy rejected peace, banned opposition, and begged for weapons while escalating tensions.  The West funded and armed it, selling a one-sided story.  They called dissenters traitors, but now the narrative’s cracking.  Trump warned of NATO’s recklessness and pointless war, mocked then, vindicated now.  Independent voices broke the lie, people are waking up.  This isn’t about sides, it’s about TRUTH.  The elite thrive on division, but the narrative is failing.  Dig deeper, question the anger, seek reality.  Peace DIES in LIES.",0
"🔘 Trump stated that the US and Ukraine have agreed on a deal regarding rare earth metals, and the signing will take place soon.  🔘 Trump stated that territorial issues and possible lines of demarcation in Ukraine are being discussed during the negotiations in Riyadh.  - ukraine_watch",0
Russia doesn’t want the Ukraine to join NATO.  They tried to take Kyiv and got ran out.  Putin is just trying to save face.  The US always had discretionary funds for foreign entities in exchange for intelligence.  Ukraine is no different than Israel when it comes to that.,0
Its not about attack or defend! Its positioning early and controlling territory before its not possible any more and could then be a territorial threat to russia. Nato is a defence agreement!,1
"#BREAKING #Serbia JUST IN: Protests in Kraljevo Mark Anniversary of NATO Aggression Against Serbia  As part of the demonstration, protesters formed the shape of a target—a powerful symbol that became widespread during the NATO bombing. At the time, many Serbs took to the streets wearing target symbols in a show of defiance. The emblem became a symbol of resistance and was seen throughout Serbia during the 78 days of airstrikes.",0
"Frontline report: Ukraine’s once-scandalous Anne of Kyiv Brigade may now save Pokrovsk  By targeting Shevchenko, Russia’s last stronghold on the high ground, they cut off Russian supply lines for the Pokrovsk offensive.   https://euromaidanpress.com/2025/03/23/frontline-report-ukraines-once-scandalous-anne-of-kyiv-brigade-may-save-pokrovsk-by-cutting-russias-final-supply-lines-in-shevchenko/?swcfpc=1",2
"Bloomberg: Putin wants all weapon aid to Ukraine halted for Trump truce  Ukraine depends on international partners for 70% of its military needs, making any weapons delivery freeze during a ceasefire particularly consequential https://euromaidanpress.com/2025/03/18/bloomberg-putin-wants-all-weapon-aid-to-ukraine-halted-for-trump-truce/",0
Russians are again hunting apartment buildings in Kyiv tonight.  Just genocide.,2
"Russia and the US hold talks in the Saudi Arabia's Riyadh as they aim to make progress towards peace in Ukraine, a day after US-Ukraine talks aje.io/izmp7q",1
Ukraine Russia Peace Talks & Furthering Ukraine Losses  w/Steve Jermy https://youtu.be/Xl2RKRlRLbI?si=iOozUgBZBCV2h-t7 qua @YouTube,2
The United States is not a real country anymore. It's a vassal state being run by Putin.,0
"Peter Magyar, the guy that's now destroying Hungary's Russian-backed kleptocrat Victor Orban in the polls calls for millions to rise up and stop the country from falling into Putin's dirty little rat claws.",0
Ukrainians walking out on peace talks seems to confirm that they aren't keen on ending the war.,2
". @michaeljohns lays out an excellent timeline of events that occurred over 24 years leading up to Russia's most recent invasion of Ukraine.   Before these events, which you should read, because I offer no redundancies, Ukraine had been part of Russia dating back to the 9th century. Kyiv is where the Nazis first attacked Russia in WWII.   After WWII, Ukraine became a part of the Soviet Bloc. When that broke up, instead of embracing Russia as we should have, we took advantage of it, as Michael lays out.   At the same time, Russia made Ukraine an autonomous state of Russia. Like Catalonia in Spain. During Bush's tenure, our CIA meddled in Ukraine's elections, which drove the first Russian incursion; from all indications, it was welcomed.   I was living in Europe during the second invasion under Obama there was a large percentage of the population that saw the president as a U.S. puppet and wanted to be Russian. Eighty percent of Ukrainians speak Russian.   When Kamala went to Europe and said, Ukraine would become a part of NATO, that was Russia's red line. One that they had made crystal clear for a very long time.   One has to ask, why didn't we make peace with Russia instead threatening them the way Michael laid out below.",0
Putin keeps breaking the imaginary ceasefire and humiliating Trump in the process. Trump won’t do anything because he is a russian asset,0
"ok, obama bad, biden bad. why not to help ukraine now? why spread disgusting russian lies about this war? why not double weapons delivery? why try to humiliate president Zelenskyy? what the purpose of it all?",2
We stand with Ukraine 🇺🇦,2
Ukraine peace talks in Riyadh face challenges amid differing goals.  #international #politics #conflict #news,1
"#Trump’s decision to engage in #peace talks contradicts Ukraine’s position, with Zelensky rejecting any deal that excludes #Kyiv. Meanwhile, #Moscow sees the negotiations as a potential “second #Yalta conference,” welcoming US involvement: @sidrajoli https://or-f.org/33025",1
Ukraine Russia Peace Talks & Furthering Ukraine Losses  w/Steve Jermy https://youtu.be/Xl2RKRlRLbI?si=1O9oYlMqFky5aXmt via @YouTube,1
"The area with the lined shading is majority Russians. I am sure Russia will be arguing at the peace talks that all of it should be handed back to it. But I suspect they will settle for what is pink, and that that will then become the new international border.",0
🚨🇺🇸WITKOFF: TRUMP’S PEACE THROUGH STRENGTH OPENS TALKS WITH PUTIN  “I'm not sure how anyone would expect an end to a conflict when you're not communicating.”  Source: Fox News,1
"Today, 26yrs ago, NATO, a 'defensive' alliance began an illegal bombing campaign of Serbia.  2000+ kiIIed and thousands of Serbs expelled from their home by force. Russia should have never let it happen, a period Russians will never forgive Yeltsin for.  Kosovo is Serbia! 🇷🇸🇷🇺",0
"From the battle of Kyiv to the battle of Kursk, now there is some news in Bielhorod. Ukraine still not in advantage, but Russia has nice progress in demilitarization of itself.",0
"Yup. The US agreed to cover Ukraine's ass in 1994 against aggression because they gave up their nukes. international sanctions have been imposed against Russia and Crimea since Putin annexed it in 2014. US, Canada, Japan, Australia, EU, international orgs, and more since 2022.",2
"Moscow speaks of peace while carrying out brutal strikes on densely populated residential areas in major Ukrainian cities.  A few hours ago, another horrific Russian bombing of Sumy's city center injured dozens civilians, including many children.  Instead of making hollow statements about peace, Russia must stop bombing our cities and end its war on civilians.   Any diplomacy with Moscow must be backed up by firepower, sanctions, and pressure.",2
Putin knows Trump is vain. This way he can buy some time while he push forward in Ukraine.,0
"Den ukrainischen Truppen ist es Berichten zufolge gelungen, in mehrere Dörfer vorzudringen. Die Angriffe sollen die Position der Ukraine in der Region Kursk stärken. https://hbapp.handelsblatt.com/cmsid/100116060.html",2
"European security starts in Ukraine. Together, we are stepping up.",1
🇺🇦🔥 Le renseignement ukrainien a détruit 4 hélicoptères russes dans la région de Belgorod !  Il s’agit de deux Ka-52 d’attaque et deux Mi-8 de transport.   La base aérienne improvisée a été entièrement anéantie.   Elle ne servira plus à frapper l’Ukraine.  Bravo le GUR ! 💪,2
"The EU and the UK will accelerate the weapons delivery to Ukraine ahead of a potential ceasefire in its defensive war against Russia, British Foreign Secretary David Lammy said. ""What we want is an end to all fighting, not a period in which Putin is able to re-arm and go again"", he said. https://insightnews.media/eu-and-eu-to-accelerate-weapons-delivery-to-ukraine-ahead-of-potential-truce/",2
U.S. Special Envoy Steve Witkoff sparked controversy after saying that people in partially or fully occupied Ukrainian regions want to be part of Russia.  We asked residents of Kyiv what they think about these statements.  Watch here: https://www.youtube.com/watch?v=0KN0DjRQjvw,0
ABC News (Australia): Is Trump being played by Putin in peace talks? | ABC News Daily podcast https://www.youtube.com/watch?v=cFfC5ZjaSSE via https://newsvendor.com 200+ #BreakingNews #News #TV #Streams   The Trump administration insists there’s been real progress towards a ceasefire in the war i…,0
"U.S. sanctions on Belarus in 2013 for human rights abuses may violate the Budapest Memorandum's pledge against economic coercion, as they aimed to influence Belarusian policy. While some argue they address abuses, not sovereign rights, the memorandum's scope includes Belarus, suggesting a breach. Impact on Ukraine ($6.34B trade in 2013) is debated but indirect. https://grok.x.com",1
"Foolish comment - Putin will never stop until he gets what he wants, and Ukrainians will always resist. There have been many talks and peace treaties before.",0
"“To Moscow’s spies, Trump’s courting of Putin has provided an opportunity to expand and strengthen their subversion campaign in Europe,” write @AndreiSoldatov and @irinaborogan. https://www.foreignaffairs.com/russia/arsonist-killer-saboteur-spy-vladimir-putin-donald-trump?utm_campaign=tw&utm_content=&utm_medium=social&utm_source=twitter",0
"Issues being discussed in Ukraine, Russia peace talks",1
"U.S. sanctions on Belarus likely don’t violate the Budapest Memorandum. They target Belarus’s support for Russia’s Ukraine invasion, not economic coercion against Ukraine or Belarus sovereignty. The Memorandum, a 1994 political pact, isn’t legally binding. Trade between Ukraine and Belarus is minimal ($40.5M in 2023 vs. Ukraine’s $112.3B in 2024), showing little pressure. The U.S. says sanctions align with supporting Ukraine, not breaching the Memorandum. Some, like Belarus in 2013, claim violation, but experts and U.S. disagree, noting targeted intent. Jon Harvey’s coercion argument confuses Ukraine and Belarus agreements.",1
"Ten years ago Kyiv and Moscow first negotiated a ceasefire to end fighting in Ukraine’s east, in a series of deals known as the Minsk Agreements. The deals, quickly violated by Russian-backed militants, categorically failed to bring lasting peace.  https://kyivindependent.com/what-were-the-minsk-agreements-and-why-did-they-fail-to-bring-peace-in-ukraine/",2
"No, it's not the media. It's the fact that they are still trying to take land in the regions of Ukraine they're pushing in their peace talks. That's the sign of weakness.",2
If he agrees to 'no weapons delivery for 30 day ceasefire' then it will be the most retarded decision of the 21st century,1
Has Ukraine committed any war crimes ?,1
"FACT IS.... Trump CANNOT guarantee anything permanent HE agrees with Russia. He's in office till Jan 20, 2029 -- if he lives that long. Any BINDING agreements would need a 2/3rd majority in the Senate. NEVER HAPPENING. Same with any NATO promise.",0
"To prepare for annexation, the Musk-Trump regime in the United States will attempt to recruit local traitors in Greenland and Canada. They’ll do this the way the Putin regime recruited Sergey “the Goblin” Aksyonov and others before Russia invaded Crimea, Ukraine, in 2014.",0
"https://www.bbc.com/news/articles/cm2n7jzxy72o The ongoing conflict in Ukraine faces yet another setback as Russia's missile strike on Sumy injures dozens, highlighting the stark contrast between hollow peace talks and the grim reality on the ground. While US and Russian officials engage in lengthy discussions aimed at a ceasefire and reviving grain exports, true progress remains elusive, with both sides continuing to exchange accusations and hostilities. As the international community grapples with this complex situation, one wonders: will the relentless pursuit of peace ever overcome the cycle of violence? 🤔💔 How do we hold those responsible accountable while still seeking a resolution? 🌍✨",2
Seven people killed in Russian attacks on Ukraine's Kyiv before peace talks in Saudi Arabia aje.io/clhgz3,0
"President Trump’s own emissary in the region, Keith Kellogg, has said U.S. funds provided to Ukraine have been audited and accounted for, the article notes. The Kyiv Post adds that Ukraine typically obtains missiles, artillery shells and armored vehicles through U.S. assistance.",1
"🇬🇧🇺🇸 UK PM Keir Starmer revealed the White House pressured Britain to criticize Zelensky after the Oval Office clash. Instead, Starmer sent an adviser to Kyiv to mend ties. https://www.nytimes.com/2025/03/23/world/europe/keir-starmer-trump-interview-uk.html",1
"Russia stalling Ukraine peace talks to seize more land, strengthen position, media reports https://kyivindependent.com/russia-deliberately-stalling-ukraine-talks-to-seize-more-land-strengthen-position-moscow-times-reports/ Russia shouldn't even be in talks. But they have to humor their BRICS friends",0
JUST IN: Sec Rubio says that President Trump is the only one that can end the Russia and Ukraine war. “You are the only leader in the planet that can bring the two sides together and bring an end to this conflict.”,0
"Unterstützen Sie weder die Ukraine noch Russland, wenn ein Land automatisch und schrecklich in den Krieg zieht",1
"Railway infrastructure in the Kirovograd region was heavily targeted last night by Russian kamikaze drones.  This attack on railway infrastructure will significantly delay the delivery of weapons and ammunition to the frontline.  If Russia wants to bring all weapons and ammo deliveries to Ukraine to a halt, all railway lines, bridges, and roads that link Ukraine to NATO countries should be targeted as well.",0
"A possible black swan event is an intensified war in Ukraine and no peace deal along with the EU getting deeply involved in a war with Russia.  This could be a plus for the US if it STAYS OUT of the conflict, Ed Dowd says.   https://rumble.com/v6r0lgi-doge-reveals-mind-shocking-fraud-propping-up-economy-ed-dowd.html",1
Steve Witkoff isn’t dangerous because he talks to Russia. He’s dangerous because he talks about peace. And peace is the one thing Zelensky fears more than missiles  because real peace would collapse his entire regime overnight.  No more emergency powers. No more martial law. No more canceled elections. No more Western billions funneled through a “war effort.”  Steve is succeeding because he’s not playing the circus game. He’s doing what diplomats haven’t done in 40 years: telling the truth out loud.,2
"🇺🇺Americans and Europeans, watch this video - Kyiv, March 23. This is Zelensky’s terror against civilians.  Zelenskyy has illegally added a million men to wanted lists and is forcibly detaining them to send to the front.  A kidnapping in front of a helpless woman and a small child. Zelensky wants this child’s father to go risk his life on the front lines, even though he is treated like cannon fodder.  Zelensky does not stop the violence against Ukrainians, even amid peace negotiations. Liberal politicians and Western media remain silent about such abuses against civilians. Why?  Sincerely, Ukrainian oppositionist, Myroslav Oleshko  #MAGA #MEGA @EricTrump @elonmusk @TuckerCarlson @DavidSacks @JackPosobiec @DonaldJTrumpJr @WhiteHouse @Surabees @CortesSteve @CilComLFC @RobSchneider @ggreenwald @JamesBradleyCA @stillgray @MAGAResource @themarketswork @TrumpDailyPosts @CaolanRob @CaolanRob",2
Biden was using Ukraine 🇬🇺 war to money launder to those government contractors. Aren’t you happy Trump is cutting off Ukraine 🇬🇺 and bringing back peace talks. This will the government billions if we stop these wars.,0
"The time for statements is over. The @UN, @EU_Commission , @_Government_UK , & @WhiteHouse must move from concern to concrete action—diplomatic pressure, sanctions,& an enforced peace process. Millions of lives are at stake. #TigrayNeedsPeace @JosepBorrellF @DavidLammy @SecRubio",1
"Es bzw. er beginnt mit einer Lüge. Putin hat die Auflösung der UdSSR zwar als historischen Fehler bezeichnet, aber nie davon gesorochen, dass er dies korrigieren will. Genauso wie die Attacken auf Unterseekabel. Keine dieser Behauptungen hat sich bestätigt. #Kriegsrhetorik",0
Évidemment la bataille de la Marne car c'est chez moi 😅 immédiatement suivi de la bataille de la Somme. La bataille de Stalingrad est l'une des plus historiques. Plus contemporain : la bataille d'Hostomel empêchera la prise immédiate de Kyiv par les forces russes.,0
"Selon certaines sources, des haut-gradés français aurait été tués en Ukraine. La vraie cause de leur décès serait cachée et l’État ferait du chantage à la pension de réversion aux veuves pour acheter leur silence.  Si c'est vrai, c'est un véritable scandale d’État.",1
What we didn’t expect is Donald Trump to seem weak. But now it looks like putin is fooling the U.S. President.  @NEWSMAX | @Tom_Basile,0
"I do think Zelensky is trying to do so, his peace delegation refused to meet with the Russian delegation, thus aborting the talks.",2
"The US can order to stop deliveries of already ordered and paid for planes or any weapons any time. The US can order to stop providing services or spare parts any time. We, Canada, paid for the long arms for Ukraine back in 2023 and Biden simply stopped the delivery.",0
Russia-US talks. Putin's Odessa plan.   https://youtu.be/lf0186WZUlU?si=68yfN2fdNmTx3bVd,0
The Atlantic magazine says top national security officials for Donald Trump – including his Defence Secretary – texted war plans for upcoming military strikes in Yemen to a group chat in a secure messaging app that included the editor-in-chief for The Atlantic,1
People need to stop calling this thing communal crisis  Its an invasion and an attack on the indigenes,2
"Russian warbloggers have been complaining for at least a year that volunteer efforts to mass-produce drones, replicating Ukraine's very successful drone programme, are being blocked by the Russian military-industrial complex and its allies in the army.",2
This is a U.S. proxy war. The ‘mediator’ is actually the main part in this conflict. They will never admit defeat. Even the U.S. has made it clear-that  EU must step up and continue the project. They’re not looking for peace; they just want time to rearm and keep the war going.,0
Ukraine Defence Minister Rustem Umerov calls meeting with US “productive” ahead of peace talks  Via: @eOrganiser #Ukraine #US https://organiser.org/2025/03/24/284140/world/ukraine-defence-minister-rustem-umerov-calls-meeting-with-us-productive-ahead-of-peace-talks/,2
NATO thinks the 2024 election was rigged for Trump! THIS IS NOT A CONSPIRACY THEORY! It's based on EVIDENCE! PROOF! CONFESSIONS! Anyone who knows anything about criminal justice knows that there's enough evidence here to CONVICT! We just need BRAVE lawmakers to SPEAK OUT!,1
"U.S. and Russian officials have held talks in Saudi Arabia aimed at sealing a Black Sea maritime ceasefire deal before a wider ceasefire agreement in Ukraine, as Moscow and Kyiv conduct drone strikes. https://tvpworld.com/85784107/us-negotiates-black-sea-ceasefire-with-russia",1
"JW GROM's PSD mission for the Polish President in Kyiv, Ukraine. 🇵🇱 🇺🇦",2
"He is sending his people to death! Don’t know the details of the deal, but talks need to continue until there is a peace agreement. Otherwise the fighting will continue & Ukraine won’t win without help from the European community.",2
Ukraine used 'Long Neptune' cruise missile with over 1000km range for the first time against a military target in occupied Crimea recently.,2
"If Orbán is against 'pro-war' Brussels, he should be equally against the invader: Russia. There would be no war without Russia’s invasion of Ukraine. You can’t oppose support for Ukraine without addressing the root cause - Russia’s aggression",2
"⭕The #US says peace talks with #Russia are about outcomes, not trust in President Putin. #US #Q_News",1
"Defense Secretary Pete Hegseth arrives in Hawaii, takes question on The Atlantic story. 'Nobody was texting war plans, and that's all I have to say about that,' Hegseth said.",1
"The full story about how the SecDef accidentally sent war plans, including his own declarations that they be kept secure, to a journalist is at The Atlantic. https://www.theatlantic.com/politics/archive/2025/03/trump-administration-accidentally-texted-me-its-war-plans/682151/ Just astounding incompetence.",1
Turns out @elonmusk didn’t need to go to the Pentagon to get his war plans briefing. @PeteHegseth could just text it to him.,1
"Witkoff is spreading russian propaganda, says Merezhko, chairman of the Foreign Affairs Committee. The Council is calling for Trump's special envoy to be excluded from the Ukraine negotiations following Steve Witkoff's highly publicized interview with host Tucker Carlson. These are simply shameful and shocking statements. I don't understand what this is about. About ignorance, incompetence, or unprofessionalism. He is spreading russian propaganda. And I have a question: Who is he? Trump's envoy or perhaps putin's envoy? It's simply a disgrace and a shock.",2
"BREAKING: President Trump and President Putin held productive talks on achieving peace in Ukraine, agreeing to pursue a ceasefire, protect energy infrastructure, and implement maritime safety measures in the Black Sea.  They also discussed cooperation in the Middle East, nuclear non-proliferation, and strengthening U.S.-Russia relations for long-term stability and economic prosperity, highlighting plans for joint hockey matches between American and Russian players as a gesture of cultural cooperation.  Notably, the Russian readout explicitly called for an end to foreign military aid to Ukraine, a halt to forced mobilization, and recognition of Russia’s 'legitimate security interests.'  In contrast, the White House statement took a more general and diplomatic tone, but clearly emphasized mutual concern over Iran, stating, 'the two leaders shared the view that Iran should never be in a position to destroy Israel.'  The Russian statement did not directly reference Iran or Israel.",0
Ukraine Peace Talks: President Volodymyr Zelensky Meets Norway's Prime Minister in Oslo  #tvcnews,2
The trade off for territory is the shape of the peacekeeping force. Zelensky is pushed to give territory for a non nato close US allies peace force (one that the US would have to defend if attacked) which Putin would know. If that is surrender so be it.,0
"We are heading for a clash. At some point, someone in Europe will have to stand up to this outrage. The US Vice President is threatening an EU member, a NATO member. We need a collective response to this. Appeasement is not working.",2
Keir Starmer is taking the UK to the brink of nuclear war with Russia to protect Zelenskyy. Starmer has got to go and he has got to go now.,0
Vladimir Putin.,0
"How exactly is Denmark “not doing its job” Vance? They aren’t in any disputes with any other country, they support Ukraine, condemn Putin, and put up with your threats and bullshit with grace.   I love you, Denmark 🇠",2
"trump has done a terrible job 'negotiating' peace between Ukraine and Russia btw. Russia has accelerated their attacks on civilian infrastructure since talks began, and Trump has limited intel that can be used to prevent them",2
"⚡️Demarcation lines, ownership of Ukraine's power plant discussed in Saudi Arabia, Trump says.  'Some people are saying the United States should own the power plant...because we have the expertise,' Donald Trump said.  https://kyivindependent.com/demarcations-lines-ownership-of-ukraines-power-plant-discussed-in-saudi-arabia-during-talks-trump-says/",2
The Grayzone's Max Blumenthal and Aaron Mate on a surprisingly candid revelation by former British PM Boris Johnson about the shattering of 2019 peace talks between #Ukraine and #Russia https://youtu.be/qDmGs1BM8gM?si=ZsKbTlPZoQfBQSbq,1
"⚡️Russia seeks full control of occupied Ukrainian regions in talks with US, media reports. A Kremlin-linked official told the Moscow Times that Vladimir Putin cannot afford to lose these territories politically, and Russia intends to solidify its grip on them at any cost.",0
"Putin invadió por primera vez Ucrania el 20 de febrero de 2014 y el 18 de marzo ya había organizado un referéndum en Crimea bajo la vigilancia de las tropas rusas. El resultado del 96,77% a favor de ser parte del territorio ruso no sorprendió a nadie. Ganó Kim Jung Putin",0
I thought Trump was going to end the Russia Ukrainian conflict on day one? This doesn’t look very peaceful to me. Oh and Russia is murdering children for all of you “pro life” Republicans!,2
"Does Donald Trump’s involvement in the Russia-Ukraine peace talks sound familiar to you, @AmrullahSaleh2? It’s just like when the U.S. held peace talks with the Afghan Taliban, excluding your government, signing a deal behind the curtain like the businessman he claims to be—ultimately destroying the foundation of Afghanistan’s freedom. History will repeat itself.",2
"THIS! A bipartisan group of key U.S. Senators, including Republican Todd Young, Lindsey Graham, Democrat Tim Kaine and others, sent a letter to @SecRubio urging Trump’s admin to transfer more than $300B of seized russian assets to help Ukraine. 1/2",2
"Today's headlines: Peace talks in Saudi Arabia aim for a Ukraine-Russia ceasefire. Trump threatens 25% tariffs on nations buying Venezuelan oil, sparking a stock rally. Canada sets a snap election for April 28 amid US tensions. Turkey faces ongoing protests, and Greenland slams a US visit as aggressive. A Trump admin text leak about war plans adds intrigue. Big stories making waves globally!",1
"It will only get worse. The people of Ukraine are realizing that no one actually wants this conflict to end. Europe wants it to continue, Zelensky wants it to continue and Trump obviously wants it to continue and its the Ukrainian people who pay the price. So, I predict more attacks will happen because the Ukrainian people realize that if this is to stop it will happen by them or when Russia meets their goal.",2
"What peace??? What utter crap you spew....there would be peace if ruschia just fvcked off from Ukraine and btw, he won't get the peace prize because, guess what?.......how'd he get on with Gaza?? 🤣🤣🤣",2
"German magazine Stern calls on young Germans 'to prepare for war with Russia' 'Would you go to war for Germany? None of us wants war, but we must prepare for it now.' This insanity ends only one way.",0
The Winter War: The Soviet Invasion of Finland https://www.historydefined.net/winter-war/,2
Lula confirma visita à Rússia em maio e terá agenda bilateral com Putin https://www.brasil247.com/poder/lula-confirma-visita-a-russia-em-maio-e-tera-agenda-bilateral-com-putin,0
"So naive I can’t quite believe it. Putin is untrustworthy & has proved it over & over again. This will not mean  peace, it will mean ultimate victory for the aggressor.",2
Off you go then & sign up & take Starmer with you. The pair of you are doing your utmost to scupper peace talks.,2
"#WATCH | Ukrainian and U.S. delegations met in Saudi Arabia for peace talks mediated by the U.S., aiming for a ceasefire on the Black Sea to ensure free shipping. Watch the video 🎦🔽 #RussiaUkraineWar #PeaceTalks #BlackSea #UkraineConflict #EuropeConflict #USRussia #UkraineWar",1
"Raccontava un simpatico aneddoto sugli Ittiti? Retroscena piccanti della vita degli Etruschi? No. Parlava di quanto è giusto che la russia ieri abbia ammazzato con un drone iraniano un bambino e il papà mentre dormivano a casa loro, a Kyiv, Ucraina. #Barbero Verrà il giorno.",2
BREAKING: Today’s Russia-USA talks in Saudi Arabia just finished after 12 hours.,1
Budak 5 tahun antara terbunuh dalam serang dron Rusia di Kyiv https://www.buletintv3.my/dunia/budak-5-tahun-antara-terbunuh-dalam-serang-dron-rusia-di-kyiv/,2
I am with Vance on this. MAGA doesn't want to bail out Europe or to engage in yet another conflict. Trump seems to be influenced by some neocons.,0
You MSM clowns need to stop gaslighting the public pretending that somehow Keir Starmer has a say on the matter or any influence at all. He is completely irrelevant. Trump and Putin are the ones calling the shots.,0
"Putin ejecutó la misma maniobra en las zonas ocupadas en el 2022 entre los días 22 y 27 de septiembre de ese año. Esta vez, el voto promedio a favor de Rusia fue del 89,23%. Y según las cifras dadas por Rusia, la participación fue del 88,5% de los habitantes registrados",0
"🇺🇸🇺🇦Did Zelenskyy Kill a Family in Kyiv?  Last night, Kyiv was once again attacked by Russian drones. And another family’s death became just another PR opportunity for Zelensky’s United24 fund and his propagandists. Of course, this tragedy would not have happened if Russia had not launched this strike on a city where a million peaceful civilians live. But there is another important detail that Western politicians, liberal democrats, and Western media do not talk about.  Today, a woman and a small child died. The husband survived. Interestingly, this family had moved from the Zaporizhzhia region (where Russian forces were advancing) to Kyiv. But why didn’t they, for example, flee to the safe capitals of Europe, the USA, or even cities in Western Ukraine?  Because Zelenskyy closed the borders. For three years now, he has been keeping entire families with children trapped. So that later, he could write grandiose posts about Russian aggression. Zelensky was willing to sacrifice these children’s lives just to prevent their fathers from leaving the country. Ukraine became the first country in the world to close its borders in this way. Even in Syria, the Assad regime never blocked civilians from fleeing the war.  Zelensky’s state propaganda says: Stay with your children in dangerous cities! And how many deaths like this have there been? Many. Constantly. Because the most important thing is: ZELENSKYY TOOK AWAY FAMILIES’ RIGHT TO CHOOSE. If a family decided to stay in Ukraine during the war, rejecting all other options—that is their right and responsibility. But if the government took those options away, then their deaths are on the government’s hands. On Zelensky’s hands.  A post I wrote back in March 2024—one year has passed, and nothing has changed:  “This child and woman were killed in Odesa during a missile strike. The husband and older daughter survived. Why were they in a city that is constantly under threat, where entire families have already been wiped out? Maybe because it was their own choice. Or maybe because they had nowhere else to go. Does the state provide free housing in a safe city like Uzhhorod? Of course not. But leaving for Europe, where families with children would be given housing, is forbidden. Because Zelensky closed the borders for men, and women do not want to leave without their husbands. No one wants their family to be torn apart, so people choose to risk their lives just to stay together. And so, they remain in war zones with their children. And they die.  Zelensky’s government took away this family’s chance to escape and decide for themselves where to be. The only way out is to pay a $10,000–$30,000 bribe to Zelensky’s people to leave the country. Zelensky is making a fortune off these closed borders.  Russia is responsible for this death. But this death is also on Zelensky’s hands.  Closed borders kill. They do not allow citizens to leave with their children. They do not allow them to determine their own fate.”  Why have human rights organizations remained silent about Zelensky’s criminal actions: closing the borders to civilians and forcing them to stay in cities where active warfare is taking place?  I will continue publishing facts about Zelensky’s crimes and corruption, which I have gathered over the past six years of his rule. #MAGA #MEGA   Sincerely, Ukrainian oppositionist, Myroslav Oleshko  @EricTrump @elonmusk @TuckerCarlson @DavidSacks @JackPosobiec @DonaldJTrumpJr @WhiteHouse @Surabees @CortesSteve @CilComLFC @RobSchneider @ggreenwald @JamesBradleyCA @stillgray @MAGAResource @themarketswork @TrumpDailyPosts @CaolanRob",2
"Much of Ukraine is already filled with Russian drones, and air defense systems are already in full force in many cities, shooting down Russian iron birds of death. Day 1125 since the full-scale invasion. Let this night save the lives of Ukrainians.",2
"President Trump should announce more peace talks with Russia, inviting Ukraine. Show that Russia is willing while exposing Zelensky & his real motives. His people will turn on him. Eventually, all of NATO will be forced to abandon him as they will not want to keep funding him.",0
"Some of these delays may be for legitimate reasons like shortages, but others are intentional.  The Biden administration used Obama's playbook, using bureaucratic processes to avoid or slow delivery of weapons without technically blocking them. https://www.wsj.com/opinion/now-that-harris-has-lost-let-israel-win-hamas-hezbollah-weapons-biden-blocks-shipments-0fd7c482",1
Putin has ZERO respect for Trump! Just like Canada has zero respect. Just like Greenland has zero respect. Just like pretty much every thinking person has zero respect for that clown. We Americans look like utter FOOLS for electing a clown! It will take decades to get our reputation back.,0
"Offering a ceasefire accompanied by territorial concessions would create a security trap for Ukraine, Europe and the United States.",2
"If these countries don't pay their NATO debt, we should take their land. Fair trade",0
"The center of Moscow is no longer not violently exploding..  Elite residential complex ""Rosa Rossa"", where alot of well connected high level Russians happen to live, now resembles everything Russia has ever touched.",0
Meanwhile Kyiv was scientific and cultural centre when Moscow was literally a swamp,2
The Trump administration appears to be actively contemplating an act of Putin-like aggression and annexation against a NATO ally,0
THE TRUMP ADMINISTRATION ACCIDENTALLY TEXTED ME ITS WAR PLANS https://www.theatlantic.com/politics/archive/2025/03/trump-administration-accidentally-texted-me-its-war-plans/682151/,0
